Website Name,Product URL,Product Category,Title,Quantity,Ex VAT Price,Inc VAT Price,Currency,Brand,Condition,Product Description,Image Src 1,Image Position 1,Image Src 2,Image Position 2,Image Src 3,Image Position 3,Image Src 4,Image Position 4,Image Src 5,Image Position 5,Image Src 6,Image Position 6,Image Src 7,Image Position 7
cuesale.com,https://cuesale.com/product/showtec-psa-631-power-distributor/,Power distribution,Showtec PSA-631 Power Distributor,1,345.00,POA,EUR,Showtec,,"Showtec PSA-631 Power Distributor
Specifications :
Front:
Digital voltage & amperage-monitoring per Phase.
Residual current circuitbreaker FI 63A 4 pol. 0,03A
4 x 32A ‘C’ automatic fuses.
Back:
Input: 1,5 m (5 wires) cable with CEE-socket 3 x 63A
Output: 4 pcs. CEE 3 x 32A socket
Dimensions: 480 x 135 x 265mm (LxHxD, 3U)
Weight: 9,5 kg
This product can only be used indoor and operated by classified personnel.",https://cuesale.com/wp-content/uploads/2026/09/showtec-psa631-3.jpg,1,https://cuesale.com/wp-content/uploads/2026/09/showtec-psa631-2.jpg,2,https://cuesale.com/wp-content/uploads/2026/09/showtec-psa631-1.jpg,3,,4,,5,,6,,7
cuesale.com,https://cuesale.com/product/showtec-powersplit32-power-distributor/,Power distribution,Showtec Powersplit32 Power Distributor,3,65.00,POA,EUR,Showtec,,"Showtec Powersplit32 Power Distributor
Power Distributor with Fuse
Features :
Input voltage: 380 V, 32 A
Input connector: CEE, 32 A, 5-pin
Power output: 6x 230 V
Output connector: protective-earth contact
Fuse: 6 x C-16
Dimensions (L x W x H): 465 x 165 x 125 mm
Weight: 4.5 kg",https://cuesale.com/wp-content/uploads/2026/09/showtec-powersplit32-3-1.jpg,1,https://cuesale.com/wp-content/uploads/2026/09/showtec-powersplit32-3-2.jpg,2,,3,,4,,5,,6,,7
cuesale.com,https://cuesale.com/product/konig-kn-hdmicon21-vga-to-hdmi-converter/,Video Accessories,König KN-HDMICON21 VGA To HDMI Converter,1,25.00,POA,EUR,,,"König KN-HDMICON21 VGA To HDMI Converter
This Converter converts VGA input into HDMI to allow PC users to send video signals from a PC to a TV. The conversion includes the R/L audio signal. Includes psu (not pictured).
Specifications :
Input:
VGA HD 15-pin female
2x RCA female (audio)
Output: HDMI Connector female
HDMI version: High speed HDMI
Input res. support: 640*480, 720*576, 800*600, 1024*768, 1280*720, 1280*768, 1280*960, 1280*1024, 1360*765, 1920*1080
Output max. resolution: 1920×1080 or 480p/ 720i/ 720p/ 1080i/ 1080p
Bandwidth: 1.65 Gbps
Power: 5 V DC
Housing: Metal
Supports HDCP
LED power indication
Built-in equalizer",https://cuesale.com/wp-content/uploads/2026/09/konig-KN-HDMICON21-1.jpg,1,https://cuesale.com/wp-content/uploads/2026/09/konig-KN-HDMICON21-2.jpg,2,,3,,4,,5,,6,,7
cuesale.com,https://cuesale.com/product/flightcase-s56/,Flightcases,Flightcase S56,1,75.00,POA,EUR,,,"Flightcase S56
Approximately 56 x 51 x 31 cm external dimensions.
Approximately 52 x 48 x 25 cm internal dimensions.",https://cuesale.com/wp-content/uploads/2026/09/flightcase-S56-1.jpg,1,https://cuesale.com/wp-content/uploads/2026/09/flightcase-S56-2.jpg,2,,3,,4,,5,,6,,7
cuesale.com,https://cuesale.com/product/yamaha-cl5-digital-mixing-console/,Digital Mixing Consoles,Yamaha CL5 Digital Mixing Console,3,8995.00,POA,EUR,Yamaha,,"Yamaha CL5 Digital Mixing Console
Package consists of 2 flightcases, one holds the PSU.
With a three-section fader layout for efficient hands-on control, the CL5 is the ideal choice for a diverse spectrum of live sound systems.
Quick features :
Input channels: 72 mono, 8 stereo.
Fader configuration: 16-fader left section, 8-fader Centralogic section, 8-fader right section, 2-fader master section .
Stainless steel stay for iPad support.
Built-in meter bridge.",https://cuesale.com/wp-content/uploads/2026/09/yamaha-cl5-incl-psu-4.jpg,1,https://cuesale.com/wp-content/uploads/2026/09/yamaha-cl5-incl-psu-3.jpg,2,https://cuesale.com/wp-content/uploads/2026/09/yamaha-cl5-incl-psu-5.jpg,3,https://cuesale.com/wp-content/uploads/2026/09/yamaha-cl5-incl-psu-2.jpg,4,https://cuesale.com/wp-content/uploads/2026/09/yamaha-cl5-incl-psu-7.jpg,5,https://cuesale.com/wp-content/uploads/2026/09/yamaha-cl5-incl-psu-6.jpg,6,https://cuesale.com/wp-content/uploads/2026/09/yamaha-cl5-incl-psu-1.jpg,7
cuesale.com,https://cuesale.com/product/showtec-studio-beam-cdm-hci-150/,Profile,Showtec Studio Beam CDM/HCI-150,40,19.00,POA,EUR,Showtec,,"Showtec Studio Beam CDM/HCI-150
The Showtec Studio Beam CDM/HCI-150 is a compact Spot including a ballas and G12 socket fit for a light source up to 150 watt, suitable for indoor venues.
Specifications : 
Light source : CDM/HCI discharge
Lamp : 150 W
Lamp base : G12
Ballast : Integrated
Supply : 230/240 V AC, 50–60 Hz
Dimmable : No
Output : ~14,000 lm",https://cuesale.com/wp-content/uploads/2026/09/showtec-30691-studio-beam-cdm-hci-150-silver-1.jpg,1,https://cuesale.com/wp-content/uploads/2026/09/showtec-30691-studio-beam-cdm-hci-150-silver-2.jpg,2,,3,,4,,5,,6,,7
cuesale.com,https://cuesale.com/product/retevis-rt24-porto-set/,Sound Accessories,Retevis RT24 Porto Set,1,395.00,POA,EUR,,,"Retevis RT24 Porto Set
Set consists of :
15x RT24 Porto
8x charging station (6 mounted)
1x Anker usb charger (6 outputs)
4x usb charger
1x Retevis RTC21 new in box (6-port rapid charger set)
Retevis RT24 is a license-free PMR446 business walkie talkie with high-quality sound, a long battery life, and a great range.",https://cuesale.com/wp-content/uploads/2026/09/retevis-porto-set-1.jpg,1,https://cuesale.com/wp-content/uploads/2026/09/retevis-porto-set-2.jpg,2,https://cuesale.com/wp-content/uploads/2026/09/retevis-porto-set-3.jpg,3,https://cuesale.com/wp-content/uploads/2026/09/retevis-porto-set-4.jpg,4,,5,,6,,7
cuesale.com,https://cuesale.com/product/ld-systems-sp-4k-amplifier/,Amplifiers,LD Systems SP 4K Amplifier,1,595.00,POA,EUR,LD Systems,,"LD Systems SP 4K Amplifier
Features : 
ICL — Intelligent Clip Limiting
PMS — Power Management System
DC protection
Short-circuit protection
Thermal protection
Power-supply overload protection
Soft start
Output muting at startup
Open/incorrect-load protection
Stereo / bridge mode
Dual/link input mode
Selectable 26/32/38 dB gain
Signal, temperature, PMS and ICL indicators
Specifications : 
Amplifier topology : Class H
Power supply : Switching PSU
Output @ 2Ω : 2 × 1,950 W
Output @ 4Ω : 2 × 1,380 W
Output @ 8Ω : 2 × 810 W
Bridge @ 4Ω : 3,900 W
Bridge @ 8Ω : 2,760 W
Test frequency : 1 kHz
Frequency response : 20 Hz – 20 kHz
THD : <0.05%
S/N ratio : 116 dB
Damping factor : >500
Crosstalk : >75 dB
Voltage gain : 26 / 32 / 38 dB
Input sensitivity : 4 / 2 / 1 V
Inputs : Balanced XLR
Outputs : 2 × Speakon",https://cuesale.com/wp-content/uploads/2026/09/ld-systems-SP-4K-1.jpg,1,https://cuesale.com/wp-content/uploads/2026/09/ld-systems-SP-4K-2.jpg,2,,3,,4,,5,,6,,7
cuesale.com,https://cuesale.com/product/ld-systems-sp-1k8-amplifier/,Amplifiers,LD Systems SP 1K8 Amplifier,2,495.00,POA,EUR,LD Systems,,"LD Systems SP 1K8 Amplifier
Specifications : 
Channels : 2
Output @ 2Ω : 2 × 880 W
Output @ 4Ω : 2 × 575 W
Output @ 8Ω : 2 × 325 W
Bridge @ 4Ω : 1,760 W
Bridge @ 8Ω : 1,150 W
Test frequency : 1 kHz
THD : <0.05%
Frequency response : 20 Hz – 20 kHz
Damping factor : >500 @ 8 Ω, 20–500 Hz
Crosstalk : >75 dB
S/N ratio : 112 dB
Voltage gain : 26 / 32 / 38 dB selectable
Input sensitivity : 2.6 / 1.3 / 0.6 V
Amplifier topology : Class H, SMPS",https://cuesale.com/wp-content/uploads/2026/09/ld-systems-SP-1K8-1.jpg,1,https://cuesale.com/wp-content/uploads/2026/09/ld-systems-SP-1K8-2.jpg,2,,3,,4,,5,,6,,7
cuesale.com,https://cuesale.com/product/ld-systems-ds2-1-processor/,Audio Processors,LD Systems DS2.1 Processor,1,175.00,POA,EUR,LD Systems,,"LD Systems DS2.1 Processor
Features :
Type : 2+1 channel loudspeaker processor
DSP : 28-bit DSP
A/D / D/A : 24-bit / 48 kHz
Inputs : 2 × balanced XLR (L/R)
Outputs : 3 × balanced XLR (L/R/Sub)
Frequency response : 20 Hz – 20 kHz
S/N ratio : 87 dB
THD : 0.005%
Crosstalk : >80 dB
Input impedance : 22 kΩ
Max. input level : +13 dBu
Output impedance : 300 Ω
Max. output level : +13 dBu
Gain range : −60 to +6 dB, 0.5 dB steps
Output delay : 0–12.5 ms
EQ : 3-band parametric, per channel
EQ gain : −12 to +12 dB, 0.1 dB steps
EQ frequency : 20 Hz–20 kHz
EQ Q : 0.4–128
EQ types : Peak, Low Shelf, High Shelf
Polarity : 0° / 180°
HPF : 10 Hz–16 kHz
HPF slopes : 6 / 12 / 24 dB/oct
LPF : 35 Hz–20 kHz
LPF slopes : 6 / 12 / 18 / 24 dB/oct
Crossover types : Butterworth, Bessel, Linkwitz-Riley
Crossover max slopes : BW 24 dB/oct, Bessel 24 dB/oct, LR 24 dB/oct
Limiter : L/R and Sub, threshold + hold
Limiter range : −40 to +10 dBu / OFF
Presets : 6 user presets
Display : 2 × 16-character backlit LCD
Computer interface : USB-B",https://cuesale.com/wp-content/uploads/2026/09/ld-systems-ds2.1-1.jpg,1,https://cuesale.com/wp-content/uploads/2026/09/ld-systems-ds2.1-2.jpg,2,,3,,4,,5,,6,,7
